year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
2013,Sondeo Arqueológico en el Abrigo de Barcenilla,0214-7971,305587,,https://www.bizkaia.eus/fitxategiak/04/ondarea/Kobie/PDF/2/Kobie32_Capitulo04.pdf,,"Sondeo arqueológico en el abrigo de Barcenilla (T. M. de Piélagos, Cantabria)","Se presenta los resultados de un sondeo arqueológico realizado en el abrigo de Barcenilla, situado en la desembocadura del río Pas (Cantabria), próximo a la Bahía de Santander. Durante los trabajos de excavación se ha documentado una amplia estratigrafía con varios niveles de conchero de época Mesolítica y Neolítica. Los resultados obtenidos ayudan a definir los complejos industriales de comienzos del Holoceno en el centro de la Región Cantábrica, caracterizadas por eldesarrollo de las industrias microlíticas. (A)",['Revista'],"5|Ruiz Zapata, Blanca; 1|Muñoz Fernández, Emilio; 7|Uzquiano Ollero, Paloma; 6|Gil García, María José; 2|Morlote Expósito, José Manuel; 4|Castaños Ugarte, Pedro; 3|Santamaría Santamaría, Silvia",,Kobie. Paleoantropología,,,,,,,,,
2013,"The Gravettian Calvaria from Mollet III Cave (Serinyà, Northeastern Iberian Peninsula)",1095-8606,960459,10.1016/j.jhevol.2013.03.005,,,"The Gravettian calvaria from Mollet III cave (Serinyà, Northeastern Iberian Peninsula)",,['Revista'],1|Joaquim Soler; 2|Narcís Soler; 3|Bibiana Agustí; 4|Michael Bolus,,Journal of Human Evolution,,,,,,,,,
2013,"The Palaeolithic Site Sima de las Palomas de Teba, Southern Spain: Site Formation Processes and Chronostratigraphy",978-84-6955-8601-3 ,959617,http://hdl.handle.net/10498/21502 ,https://rodin.uca.es/bitstream/handle/10498/21502/Kelh%20et%20al._%202013.%20Las%20Palomas%20de%20Teba.%20AEQUA.Con%20portada.pdf?sequence=1&isAllowed=y,,"The palaeolithic site Sima de Las Palomas de Teba, Southern Spain : site formation processes and chronostratigraphy","The rockshelter sequence consists of 6 m thick stone-rich silty clay loam including several archaeological levels with artefacts of Mousterian affinity, bone and charcoal. Stratigraphy and site formation processes were characterised by sedimentological, geochemical and micromorphological investigations. Sediments were dated using IRSL and OSL and the time of the last heating of burnt silex using TL. At the base of the sequence, sediment units 10 and 9 are in-situ deposits recording intensive occupation. Luminescence dating places these layers either before 33 ka (IRSL, OSL) or before 43 ka (TL).The occupation ends with a rockfall (unit 8), followed by archaeologically sterile sediments (unit 7). Mousterian occupation is again documented in scattered artefacts of units 6 to 4 which might be affected by reworking. IRSL age estimates indicated sediment deposition before 15 ka. The sequence ends with a dung rich Holocene layer including a fragment of a human mandible dated to 4032 ± 39 BP. Overall, the sequence represents an important new site for studying the presence of Neanderthals in Southern Spain.",['Libro'],10|K Reicherter; 11|C Schmidt; 12|Gerd-Christian Weniger; 1|M Kehl; 2|C Burow; 3|Pedro Cantalejo-Duarte; 4|Salvador Domínguez Bella; 5|J. J. Durán; 6|F Henselowsky; 7|N Klasen; 8|F. J. Medianero; 9|José Francisco Ramos Muñoz,,,,,,,,,,,
2013,Una Perspectiva Mediterránea sobre el Proceso de Neolitización: Los Datos de la Cueva de Nerja en el Contexto de Andalucía (España),2172-6175,305600,,http://dialnet.unirioja.es/descarga/articulo/4833502.pdf|_0_ _6_,,Una perspectiva mediterránea sobre el proceso de neolitización. Los datos de la cueva de Nerja en el contexto de Andalucía (España),"Este trabajo ofrece un balance sobre la neolitización de las costa meridional de Andalucía (España). El estudio de los materiales recuperados en las excavaciones dirigidas por el profesor Francisco Jordá Cerdá entre 1979-87 en la cueva de Nerja y la obtención de nuevas dataciones radiométricas sobre especies domésticas permiten una valoración sobre la transición Mesolítico-Neolítico. Los datos paleoambientales y paleoeconómicos (estratigrafía y bioarqueología) y arqueológicos (producciones líticas, óseas, adornos y cerámica) son valorados a la hora de plantear un análisis sobre la expansión del Neolítico con una perspectiva mediterránea. Los resultados indican que existe un vacío de datos de 500 años entre los últimos cazadores mesolíticos y los primeros agricultores y que nada indica que el Neolítico fuera un proceso local. Nuestra perspectiva asume un proceso de difusión del Neolítico. (A)",['Revista'],"3|García Borja, Pablo; 5|Badal García, Ernestina; 4|García Puchol, Oreto; 8|Pascual Benito, Josep Lluís; 10|Morales Pérez, Juan Vicente; 1|Aura Tortosa, Joan Emili; 9|Carrión Marco, Yolanda; 2|Jordá Pardo, Jesús Francisco; 6|Pérez Ripoll, Manuel; 7|Pérez Jordà, Guillem",,Menga,,,,,,,,,
2013,"Utilización de Instrumentos de Concha para la Realización de Actividades Productivas en Sociedades Tribales Comunitarias del sur de la Península Ibérica: El Ejemplo de Campo de Hockey (San Fernando, Cádiz) y SET Parralejo",0514-7336 ,,10.14201/zephyrus20137295111 ,https://revistas.usal.es/uno/index.php/0514-7336/article/view/zephyrus20137295111/11873,,,,,,,,,,,,,,,,
2013,"Villavieja (Algarinejo, Granada), un Recinto Amurallado de la Edad del Cobre en el Poniente Granadino: Avance de la Campaña de 2012",1133-6609,305076,,https://dialnet.unirioja.es/descarga/articulo/4494602.pdf,,"Villavieja (Algarinejo, Granada), un recinto amurallado de la Edad del Cobre en el Poniente Granadino: avance de la campaña de 2012","El presente texto es un avance a la excavación del yacimiento de Villavieja en Fuentes de Cesna (Algarinejo, Granada). Villavieja es un asentamiento prehistórico situado en una meseta elevada, que domina el curso del río Genil, entre Loja e Iznájar. Posee un recinto amurallado de unos trescientos metros de extensión. El recinto cierra unas tres hectáreas de asentamiento. La muralla está fabricada con grandes bloques de piedra, lo que ha permitido un excepcional estado de conservación, haciéndola hoy día visible en toda su extensión. La excavación realizada comprueba que la muralla conserva una altura de más de tres metros. Esta campaña de excavación, de momento, fecha la decadencia y abandono de este recinto en la segunda mitad del V milenio BP. (A)",['Revista'],"6|Bermúdez Cano, Rafael; 1|Morgado Rodríguez, Antonio; 11|Lozano Rodríguez, José Antonio; 4|Jiménez Cobos, Francisca; 3|Garzón, José; 10|Ortiz González, Juan M.; 2|Martínez Revilla, Francisco; 5|Berdejo, Abel; 7|Ruiz-Ruano Cobo, Francisco; 9|Fernández Martín, Sergio; 8|Gutiérrez Rodríguez, Mario",,Antiquitas,,,,,,,,,
2013,"Zambujal (Torres Vedras, Lisboa): Relatório das Escavações de 2002",0874-2782,959619,,https://dialnet.unirioja.es/descarga/articulo/7299440.pdf,,"Zambujal (Torres Vedras, Lisboa): relatório das escavações de 2002","EnglishDuring the months of May to July 2002, excavations were carried out in the Copper Age (3rd to 2nd millennium BC) fortified settlement of Zambujal (concelho Torres Vedras, distrito Lisbon, Portugal). The aims of the excavations were: 1 – to clarify the history of the 4th line of the fortification walls; 2 – to render more precisely the absolute chronology of the site by radiocarbon dates, excavating a trench 1 meter wide at the north edge of a block left unexcavated between the 1st and 2nd line (in the area AP) of the fortification walls during their campaigns in 1964 to 1973 by E. Sangmeister and H. Schubart; 3 – to attend, archeologically, to the deconstruction of the ruins in the northern part of the modern farmhouse, which were at risk of falling onto the southern part of the building, where a family still resides; 4 – to continue with geologic studies in the valley of the Ribeira de Pedrulhos, to reconstruct the chalcolithic environment of Zambujal, which will be published soon in another article; 5 – to start new studies of archaeometallurgy. Therefore, trenches 92, 94, 96, 97, and 99 at the 4th line of fortification were studied, which developed a relative chronology of 4 phases on the east side: phase 1 – a more or less 1 m wide wall had been built with some small entrances; phase 2 – the passages had been closed by half circle towers in front of them and a wall behind; phase 3 – the half circle towers were reinforced by another wall around them and the southern wall of the 4th line; phase 4 – in front of the southern wall, a new, massive half circle tower was built. On the west side, several walls were detected, reinforcing the fortification wall of the 4th line, in the end, becoming a thick rampart or bulwark. In the area called “AP”, between the 1st and 2nd line of fortifications, an excavation of a 1 m thick trench was started where a structure in the 2nd line of fortification had been found, which seems to be a former small entrance that had been refilled. This may only be verified by future excavations. Also, the excavation of an interesting hearth structure was continued, which was found during the campaign of 1973, but, until now, not had been published. In the area of the modern farmhouse, walls at risk of falling were deconstructed to a designated height and then consolidated. A series of radiocarbon dates shows that the oldest room of this farmhouse dates back to a time between 1450 cal AD and 1650 cal AD. The other rooms had been attached during the following centuries. portuguesDurante os meses de Maio a Julho de 2002, foram realizadas escavacoes no povoado fortificado do Zambujal (concelho de Torres Vedras, distrito de Lisboa, Portugal) da Idade do Cobre (III e II milenios a.C.). Os objectivos das escavacoes foram: 1 – esclarecer a historia da linha 4 das muralhas; 2 – tornar mais precisa a cronologia absoluta do local por datas de radiocarbono, escavacao de uma trincheira com 1 metro de largura na borda norte do Bloco deixado por escavar entre a linha 1 e 2 (na area AP) das muralhas durante as campanhas de 1964 a 1973 por E. Sangmeister e H. Schubart; 3 – realizar o acompanhamento arqueologico da desmontagem das ruinas na parte norte do casal moderno, que estavam em risco de ruir sobre a parte sul do edificio, onde uma familia ainda reside; 4 – continuar os estudos geoarqueologicos no vale da Ribeira de Pedrulhos, para reconstruir o ambiente calcolitico do Zambujal, que sera publicado em breve em outro artigo; 5 – iniciar novos estudos de arqueometalurgia. Portanto, foram estudados os cortes 92, 94, 96, 97 e 99 na linha 4 da fortificacao, que proporcionou uma cronologia relativa de quatro fases no lado leste: Fase 1 – com mais ou menos 1 m de largura havia sido construido um muro com algumas entradas pequenas; fase 2 – as passagens haviam sido fechadas por torres semicirculares na frente deles e uma parede de tras; fase 3 – as torres semicirculares foram reforcadas por uma outra parede em redor e na parede sul da linha 4; fase 4 – em frente a parede sul, foi construida uma nova torre semicircular de grandes dimensoes. No lado oeste, varias paredes foram detectadas, reforcando a muralha da linha 4, no final, tornandose uma muralha espessa ou baluarte. Na area chamada “AP”, entre a 1.a e a 2.a linha de fortificacoes, foi iniciada a escavacao de uma vala de 1 m de espessura. Numa estrutura na linha 2 da fortificacao tinha sido encontrado, o que parece ser uma antiga entrada pequena que tinha sido entaipada. Isto so pode ser verificado por escavacoes futuras. Alem disso, continuou-se a escavacao de uma interessante estrutura de lareira, encontrada durante a campanha de 1973, que, ate agora nao tinha sido publicado Na area do casal, foram desmontadas paredes em risco de queda a uma altura determinada e, em seguida, consolidadas. Uma serie de datas de radiocarbono mostra que a mais antiga sala de este moderno casal remonta a um periodo entre 1450 e 1650 cal AD. Os outros quartos haviam sido acrescentados durante os seculos seguintes",['Revista'],1|Michael Kunst; 2|Elena Morán; 3|Rui Parreira,,Revista Portuguesa de Arqueologia,,,,,,,,,
2014,"Sitios en Altura y Vasijas Rotas: Reconsiderando la Etapa de Plenitud"" de Cogotas I (1450-1150 Cal AC) en la Meseta""",0082-5638,958673,10.3989/tp.2014.12136,https://tp.revistas.csic.es/index.php/tp/article/view/681,,Sitios en altura y vasijas rotas: reconsiderando la etapa de ‘plenitud’ de Cogotas I (1450-1150 cal AC) en la Meseta,"Este artículo plantea un ejercicio de autocrítica sobre la comprensión actual del final de Cogotas I en el interior de la Península Ibérica. Diversas dinámicas socio-políticas postuladas para este contexto como la concentración poblacional, la especialización artesanal o la jerarquización social suscitan problemas interpretativos por su deficiente engranaje con la evidencia aducida. Se reúne y escudriña la información contextual disponible sobre los lugares en altura de esta época para elucidar cómo se formaron. Se concluye interpretándolos como sedes estacionales de ceremonias agregativas, fruto de episodios de ocupación intermitentes y reiterados. Las ‘biografías culturales’ de varios recipientes cerámicos recuperados en hoyos permiten rastrear pautas de abandono complejas, reproducidas tanto en sitios encumbrados como en campos de hoyos en llanura. Ambos enfoques enfatizan la inadecuación de cualquier esquema dualista y simplificador para explicar el registro arqueológico y demandan barajar otras lecturas también posibles.",['Revista'],1|Antonio Blanco González,,Trabajos de Prehistoria,,,,,,,,,
2014,Absolute Chronology of the Beaker Phenomenon North of the Tagus Estuary,0082-5638,959714,10.3989/tp.2014.12124,https://repositorioaberto.uab.pt/entities/publication/fe457263-1cbe-4dec-932a-ba7a04df1804,,Absolute chronology of the Beaker phenomenon North of the Tagus estuary: demographic and social implications,"La complejidad del fenómeno campaniforme en el estuario del Tajo no encaja bien con el modelo de los tres Grupos sucesivos Internacional, Palmela e Inciso. Dicho modelo parece resultar de la naturaleza de los asentamientos más que de su cronología, ya que los tres grupos están presentes durante la segunda mitad del III milenio a.C. Mientras los artefactos del Grupo Internacional predominan en los sitios fortificados, los del Grupo Inciso se encuentran casi en exclusiva en yacimientos al aire libre. El Grupo Palmela parece menos importante, al menos en la región septentrional del estuario del Tajo. La notable antigüedad de la cerámica campaniforme hallada en la cabaña FM de Leceia (segundo cuarto del III milenio a. C., confirmada por datación AMS) tiene paralelos al Norte y Sur de Portugal, así como en España. En consecuencia, concluimos que en la Baja Estremadura (una de las regiones más importantes de Europa para discutir el origen y difusión del “fenómeno” campaniforme), la formación social campaniforme con sus características culturales distintivas coexistió con las culturas calcolíticas locales sin mezclarse nunca con ellas.",['Revista'],1|João Luís Cardoso,,Trabajos de Prehistoria,,,,,,,,,
2014,"Aportaciones Hidrogeológicas al Estudio Arqueológico de los Orígenes de la Edad del Bronce de La Mancha: La Cueva Monumentalizada de Castillejo del Bonete (Terrinches, Ciudad Real, España)",0082-5638,305196,10.3989/tp.2014.12125,http://tp.revistas.csic.es/index.php/tp/article/view/666/688|_0_ _6_,ARTICULOS515895.pdf,"Aportaciones hidrogeológicas al estudio arqueológico de los orígenes de la edad del bronce de la mancha: La cueva monumentalizada de castillejo del bonete (terrinches, ciudad real, españa)","Recent studies show that the motillas of the Bronze Age in La Mancha contain the oldest wells in the Iberian Peninsula. But why are there no motillas in Campo de Montiel, a territory traditionally placed inside this cultural area? In Castillejo del Bonete, an archaeological site located in Campo de Montiel, there is a cave used and sealed during Late Prehistory. We here report the first paleohidrogeological interdisciplinary research in La Mancha, analyzing some spring and freatic levels from the Campo de Montiel aquifer, as well as from inside the Castillejo del Bonete chasm. Our findings suggest an association between the hydrogeological substrate and the spatial distribution of the motillas, discarding the idea that the chasm at Castillejo del Bonete could be a mine or an aquifer access. This supports the idea that Castillejo del Bonete was an exceptional symbolic monument during the Chalcolithic and the Bronze Age, within a new type of site of the cultural group of the Bronze Age of La Mancha.",['Revista'],"1|De Lugo Enrich, Luis Benítez; 12|Sánchez, María Benito; 7|Sierra, Jaime Moraleda; 10|Salazar-García, Domingo Carlos; 11|Lloret, Carlos Odriozola; 5|Zumajo, Norberto Palomares; 6|Trujillo, Enrique Mata; 2|Moreno, Miguel Mejías; 8|Herreros, Gabriel Menchén; 4|García, Honorio Javier Álvarez; 9|Martín, Sergio Fernández; 3|Gutiérrez, Julio López; 13|Sáez, José Antonio López",1204|Archeology (arts and Humanities); 3302|Archeology,Trabajos de Prehistoria,,,,,,,,,
2014,"Caracterización y Cronología de un Yacimiento de la Edad del Bronce: San Pelayo IV, Arellano (Navarra)",0211-5174,304901,,https://dialnet.unirioja.es/descarga/articulo/5431990.pdf,,"Caracterización y cronología de un yacimiento de la Edad del Bronce: San Pelayo IV, Arellano (Navarra)",,['Revista'],"6|Ruiz, Mónica; 7|López-Sáez, José Antonio; 5|Pérez Díaz, Sebastián; 4|Moreno-García, Marta; 1|Sesma Sesma, Jesús; 2|García García, María Luisa; 3|Herrero Corral, Ana Mercedes",,Trabajos de Arqueología Navarra,,,,,,,,,
2014,"Casa Corona (Villena, Alicante)",978-84-92681-85-3 ,958803,,https://dialnet.unirioja.es/servlet/articulo?codigo=5892628,,"Casa Corona: (Villena, Alicante, Spain)",,['Revista'],1|Javier Fernández López de Pablo; 2|Magdalena Gómez Puche; 3|Marco A. Esquembre Bebiá,,,,,,,,,,,
2014,"Contributo para o Estudo dos Contextos Funerários do Noroeste Português: O Caso de Estudo da Quinta do Amorim 2, Braga",2182-8660,960355,10.30893/eq.v0i10.81,,,"Contributo para o estudo dos contextos funerários do Noroeste português: o caso de estudo da Quinta do Amorim 2, Braga","Este trabalho pretende dar a conhecer parte dos dados resultantes da escavação arqueológica do sítio da Quinta do Amorim 2, freguesia de S. Victor, concelho e distrito de Braga, Noroeste de Portugal.Durante os trabalhos de acompanhamento arqueológico da construção do Novo Hospital de Braga (NHB), o achado de um perfil de um vaso quase exclusivo de contextos funerários (largo bordo horizontal – forma 13c de Bettencourt, 1999) e de um fragmento de outro vaso de tipologia semelhante, posteriormente seguido da identificação de uma sepultura plana, durante os trabalhos de escavação impostos pela tutela, confirmam a importância do local no âmbito das práticas funerárias da Idade do Bronze. A estrutura escavada incluía uma terceira forma 13c, recolhida em contexto primário, cujas aderências orgânicas permitiram uma datação radiométricaRecorrendo a analogias com contextos coetâneos onde surge este tipo de indício (ALMEIDA & FERNAN-DES 2007, 2008; ALMEIDA et al. 2008; SAMPAIO et al. 2008; BETTENCOURT 2010) equaciona-se a hipótese de estarmos perante uma necrópole da Idade do Bronze Médio que combinou a tumulação de indivíduos com a deposição de materiais cerâmicos.",['Revista'],1|Hugo Aluai Sampaio; 2|Maria João Amorim; 3|Luciano Vilas Boas; 4|Ana Catarina G. Braga  Resumo,,Estudos Do Quaternário,,,,,,,,,
2014,"Cova Foradà (Oliva, Valencia)",0213-9219 ,960451,,http://www.racv.es/files/Cova-Forada-esp.pdf,,Cova Foradà: (Oliva. Valencia),"espanolLa Cova Forada se abre en la parte Oeste de una loma de escasa altura que forma parte, con otras, del conjunto de las llamadas Muntanyetes de Oliva, ultimas estribaciones de la Serra de Mustalla sobre la llanura aluvial litoral del Golfo de Valencia en termino municipal de Oliva, provincia de Valencia. La importancia de la Cova Forada de Oliva como yacimiento arqueologico queda demostrada tras los hallazgos realizados durante treinta y nueve anos de investigacion y estudios. Entre el Mesolitico y el Musteriense encontramos, sin solucion de continuidad, toda la secuencia conocida del Paleolitico Superior, Magdaleniense, Solutrense y Graveto-Aurinaciense, no con el espesor del Parpallo pero si con densidad de hallazgos, ya que hemos de tener en cuenta la reducida superficie sobre la que se ha actuado. La singularidad de los niveles del Paleolitico Medio viene determinada por los hallazgos antropologicos correspondientes, como minimo y por el momento, a tres individuos, entre los cuales, al menos el siglado como CF10 corresponde a un especimen neandertal, con el craneo completo, buena parte o la totalidad de la caja toracica, vertebras y costillas, quiza buena parte de los miembros superiores, y algun resto por atribuir de los inferiores. EnglishCova Forada is located in the west part of a low hill that, together other forms part of the set called Muntanyetes de Oliva, the last foothills of Serra de Mustalla over the coastal floodplain of the Gulf of Valencia into the municipality of Oliva, Valencia. The importance of Cova Forada de Oliva as an archaeological site is demonstrated after the findings made during 39 years of researching and studies. Between the Mesolithic and the Musterian we find, without a solution of continuity, the whole sequence known as Upper Paleolithic, Magdalenian, Solutrean and Gravittean-Aurignacian. The singularity of the Medium Paleolithic levels is determined by the anthropological discoveries corresponding at least, and by the moment, to three individuals among whom one, the CF10, matches with a Neanderthal specimen with the whole skull, a large part or the total of the rib cage, vertebrae and ribs, maybe many of the upper limbs and some rest to identify from the lower limbs.",['Revista'],1|José Aparicio Pérez,,,,,,,,,,,
2014,Cova de les Cendres,978-84-96979-44-4 ,960511,,https://www.marqalicante.com/contenido/publicaciones/pub_75.pdf,,Cova de les Cendres,,['Revista'],1|Valentín Villaverde Bonilla; 2|Dídac Roman Monroig; 3|Rafael Martínez Valle; 4|Ernestina Badal; 5|Pere Miquel Guillem Calatayud; 6|Manuel Pérez Ripoll; 7|Maria Mercè Bergadà Zapata; 8|Cristina Real Margalef; 9|María Borao Álvarez,,,,,,,,,,,
2014,"Cueva Morín (Villanueva de Villaescusa, Cantabria)", 978-84-92681-85-3 ,959987,,https://www.researchgate.net/publication/268521088_Cueva_Morin,,"Cueva Morín: (Villanueva de Villaescusa, Cantabria)",,['Revista'],1|José Manuel Maíllo Fernández; 2|Carlos Arteaga Cardineau; 3|María José Iriarte Chiapusso; 4|Antonio Fernández Fernández; 5|Rachel Wood; 6|Federico Bernaldo de Quirós Guidotti,,,,,,,,,,,
2014,"Cueva de Ardales, Province of Málaga",978-84-92681-88-4 ,958840,http://hdl.handle.net/10498/21503 ,https://rodin.uca.es/bitstream/handle/10498/21503/Ardales%20ingles%20editado-fusionado%20%281%29.pdf?sequence=1&isAllowed=y,,Cueva de Ardales: province of Málaga,,['Libro'],1|Pedro Cantalejo Duarte; 2|José Ramos Muñoz; 3|Gerd-Christian Weniger; 4|Martin Kehl; 5|María del Mar Espejo Herrerías,,,,,,,,,,,
2014,"Dataciones Radiocarbónicas de Contextos Calcolíticos al Aire Libre en la Cuenca Media del Arlanzón (Burgos, España)",1133-4525,959712,10.12795/spal.2014.i23.02,https://institucional.us.es/revistas/spal/23/art_2.pdf,,"Dataciones radiocarbónicas de contextos calcolíticos al aire libre en la cuenca media del Arlanzón (Burgos, España)","In the last 30 years, the chalcolithic archaeological record from river Arlanzón middle basin has been increased considerably.However, new radiocarbon dates have not been incorporated during this time.Alternatively the typological comparison has been systematically used, which poses major problems for such purpose.For this reason we carried out the project ""Absolute dating of Chalcolithic contexts in river Arlanzón Middle Basin (Burgos)"".The results are limited and in the future the information should be completed with more efforts in order to increase the resolution of data.On the other hand, data have established a consistent time framework.This work details the results of the project and first valuations about the chronological frame provided by the absolute dates.",['Revista'],1|Eduardo Carmona Ballestero,,Spal,,,,,,,,,
2014,Datación Absoluta de la Mandíbula de Molinos: El Final de la Polémica sobre los Restos Humanos más Antiguos de Aragón,978-84-9911-302-9 ,958773,,https://ifc.dpz.es/recursos/publicaciones/34/03/57rodaneslorenzo.pdf,,Datación absoluta de la mandíbula de Molinos. El final de la polémica sobre los restos humanos más antiguos de Aragón,,['Revista'],1|José María Rodanés Vicente; 2|José Ignacio Lorenzo Lizalde,,,,,,,,,,,
2014,"El Argar (Antas, Almería)",0418-9744,958785,10.34780/6z34-z6f4 ,https://publications.dainst.org/journals/mm/article/view/2525,,"El Argar (Antas, Almería)","Die Siedlung von El Argar hat der bedeutendsten Bronzezeitkultur der Iberischen Halbinsel den Namen gegeben. Nach den Grabungen der Bruder Siret in den 80er Jahren des 19. Jhs., bei denen fast 1000 Hockergraber entdeckt wurden, hat erst im Jahre 1991 das Deutsche Archaologische Institut Madrid eine Probegrabung unternommen, um die auffallenden Ergebnisse einer geophysikalischen Prospektion weiter zu verfolgen. Im Rahmen einer auf Sondagen beschrankten Grabungsgenehmigung wurden auf dem Plateau von El Argar drei Schnitte von nur geringer Ausdehnung angelegt. Ein Steinbau arabischer Zeit (8.–10. Jh. n. Chr.), zahlreiche Schlacken und der Fund einer Luppe charakterisieren eine in dieser Form bisher nicht bekannte Phase und die metallurgischen Aktivitaten der arabischen Siedler von El Argar. Die Ausrichtung der Probegrabung auf die Untersuchung der durch die geophysikalischen Untersuchungen festgestellten Platze mit moglicherweise bronzezeitlichen und nun doch arabischer metallurgischer Werkstatt-Tatigkeit schrankte die Ergebnisse im Hinblick auf die Beantwortung der Fragen nach der urbanistischen Gliederung und Entwicklung fur das bronzezeitliche El Argar deutlich ein. Gleichwohl belegen die etwa 1 m starken Schichtabfolgen der bronzezeitlichen Besiedlung, die in allen drei Schnitten angetroffen wurden, die entgegen den Vermutungen gute Erhaltung bronzezeitlicher Siedlungsreste, rechtfertigen das Wagnis einer Probegrabung und versprechen weiteren Grabungen in El Argar Aussicht auf Erfolg.Die Tonware aus der Probegrabung auf El Argar bietet ein Bild, das dem der gleichzeitigen Siedlung von Fuente Alamo (Cuevas del Almanzora, Almeria) und den aus den Grabern von El Argar in der Zusammensetzung von Grob- und Feinkeramik durchaus entspricht. Die Masse der Keramik ist unverziert, doch fallen Scherben mit einer Verzierung durch hangende Dreiecke deshalb besonders auf. Die chronologisch sehr wohl differenzierbaren Keramikformen 5, 6 und 7 treten in alteren und jungeren Formen in den fundreicheren Schichten von El Argar gemeinsam auf. Eine solche Zusammensetzung kann z. B. in Fuente Alamo im Horizont III beobachtet werden, was einer Stufe El Argar-B1 entsprache. Moglicherweise reprasentieren die weniger machtigen Schichten von El Argar, die in den Sondagen erfasst wurden, nur einen kleinen Teil der deutlich sehr viel langer andauernden Besiedlungsgeschichte von El Argar. Einzelne Scherben, die spat zu datieren waren, fanden sich in hoheren Lagen, auch in den Schichten arabischer Zeit, dort dann in sekundarer Position. Obwohl die Tierknochenfunde dem kleinen Grabungsareal entsprechend nicht zahlreich sind, erwies sich ihre Untersuchung als uberaus ergiebig. Die Artenvielfalt, ihre Reprasentativitat, das Schlachtalter, die Nutzung und der Lebensraum ahneln im Allgemeinen den Bestanden andere Siedlungen der El Argar-Kultur, doch zeichnen sich in El Argar Besonderheiten ab, die sowohl die Jagd wie auch die Viehwirtschaft betreffen. Eine tiefe Grube, auf deren Boden Scherben absichtlich zerstorter Gefase und darauf Skeletteile eines Ferkels und eines Zickleins lagen, konnte auf einen besonderen Vorgang hinweisen und – mit der gebotenen Vorsicht – als Opfergrube gedeutet werden, was hervorzuheben ist, denn kultische Kontexte wurden im Forschungsbereich der El Argar Kultur bisher kaum beobachtet. Die Funde von Tierknochen und Muscheln von El Argar umfassen auch verschiedene Artefakte, doch reicht ihre Anzahl nicht aus, um Ruckschlusse auf die handwerklichen Aktivitaten in diesem bronzezeitlichen Siedlungsareal zu ziehen.Eine Bestatigung fur die chronologische Einordnung des bronzezeitlichen Fundplatzes liefern zwischen 2200 und 2000 v. Chr. angesetzte C-14 Datierungen von den Tierknochen aus der ›Opfergrube‹ in Schnitt 3, dem der Stratigraphie nach altesten Kontext der drei Grabungsschnitte, und aus Schnitt 1.",['Revista'],1|Hermanfrid Schubart; 2|Dirce Marzoli; 3|Hans-Gert Bachmann; 4|Corina Liesau; 5|Rafael Pozo Marín,,Mitteilungen Des Deutschen Archaologischen Instituts. Abteilung Madrid,,,,,,,,,
2014,El Poblado Calcolítico “Venta del Rapa” (Finales III Milenio Cal,0082-5638,959628,10.3989/tp.2014.12139,https://tp.revistas.csic.es/index.php/tp/article/view/684/707,,"El poblado calcolítico “Venta del Rapa” (finales III milenio Cal. BC.), Mancha Real, Jaén. Un recinto de fosos entre las estribaciones de Sierra Mágina y el Alto Guadalquivir","Se presentan los resultados de la excavación arqueológica realizada en el poblado calcolítico “Venta del Rapa”, localizado durante las prospecciones previas a la construcción de la Autovía del Olivar en el término municipal de Mancha Real, Jaén. El poblado tiene un foso en la parte más alta que delimita un área de 0,5 ha. Tanto en su interior como en su exterior se ubican cientos de estructuras excavadas en la base geológica, abarcando 2 ha. Entre ellas destacan tres tumbas colectivas de inhumación sin ajuar, cuyas dataciones radiocarbónicas, fechan su ocupación en el Calcolítico Pleno-Final (2350-2000 Cal. BC).",['Revista'],1|Miguel Ángel Lechuga Chica; 2|Marcos Soto Civantos; 3|M.ª Oliva Rodríguez-Ariza,,Trabajos de Prehistoria,,,,,,,,,
2014,"El yacimiento de Atxoste (Vírgala, Álava)", 978-84-92681-85-3 ,959961,,,,"El yacimiento de Atxoste: (Vírgala, Álava)",,,1|Alfonso Alday Ruiz,,,,,,,,,,,
