topic_id,rank,filename,title,author,doi,weight
1,5,753_2011.pdf,Arquitectura defensiva en el Castro de Castromaior (Lugo). Análisis de las técnicas constructivas en el acceso al recinto central del poblado - Defensive architecture in the fort of Castromaior (Lugo). The analysis of the building techniques of the access to the main enclosure of the village,Miguel Ángel López Marcos,10.3989/arqarqt.2011.10017,0.9998621344566345
1,6,1158_Gorgociles_2022.pdf,"Gorgociles del Escabezado II (Jumilla, Murcia). Aportaciones al uso del espacio y a la arquitectura de la Edad del Bronce del sudeste de la península ibérica",María Pastor Quiles,10.3989/arq.arqt.2022.001,0.9998614192008972
1,7,1149_Aportaciones al uso del espacio_2022.pdf,"Gorgociles del Escabezado II (Jumilla, Murcia). Aportaciones al uso del espacio y a la arquitectura de la Edad del Bronce del sudeste de la península ibérica",María Pastor Quiles,10.3989/arq.arqt.2022.001,0.9998614192008972
1,8,"1089_Vista de Secuencia de ocupación y desarrollo constructivo del asentamiento de Caramoro I (Elche, Alicante)_ aportaciones a la arquitectura argárica _ Arqueología de la Arquitectura_2019.pdf","Secuencia de ocupación y desarrollo constructivo del asentamiento de Caramoro I (Elche, Alicante): aportaciones a la arquitectura argárica ; Occupation sequence and building development in the settlement of Caramoro I (Elche, Alicante): contributions to Argaric architecture",Francisco Javier Jover Maestre,10.3989/arq.arqt.2019.005,0.9996789693832397
1,9,1018_Practicas_funerarias_IberCrono_2017.pdf,Prácticas funerarias y cronometría entre 3.500-1.500 Cal ANE en el,Xavier Clop García,,0.9993947744369507
1,10,1007_Peñon_IberCrono_2017.pdf,La secuencia crono-cultural del yacimiento de Peñón de la Zorra,Gabriel,,0.9949146509170532
1,11,1164_Nuevo tipo enterrador_2022.pdf,"Bocapucheros (Almagro, Ciudad Real): nuevo tipo de enterramiento tumular en la Cultura de las Motillas",Benítez de Lugo Enrich,10.12795/spal.2022.i31.19,0.9939923882484436
1,12,1143_Ritualidad_2021.pdf,Ritualidad en el área de servicio de la cueva santuario del oppidum de Giribaile,Alejo Armijo,10.12795/spal.2021.i30.18,0.9931420087814331
1,13,978_BobilaMadurell_2017.pdf,ADVERTIMENT. Lʼaccés als continguts dʼaquesta tesi queda condicionat a lʼacceptació de les condicions dʼús,,,0.9905704259872437
1,14,672_2008.pdf,00-PRIMERAS.indd,,,0.9873515963554382
1,15,831_2013.pdf,"Las Pozas (Casaseca de las Chanas, Zamora): dos nuevos recintos de fosos calcolíticos en el Valle del Duero ; Las Pozas (Casaseca de las Chanas, Zamora): two new Copper Age causewayed enclosures in the Douro Valley",Marcos García García,10.3989/tp.2013.12108,0.9851552844047546
2,1,730_2010_Dialnet-LaCuevaDeLasOrcillas1-3367462.pdf,La cueva de Las Orcillas 1:,,,0.9999342560768127
2,2,626_2007.pdf,"09. Gema ElviraÉ, Eduardo É",Arrabal,,0.9998318552970886
2,3,808_2012.pdf,2013089103AA,informatika,,0.9368094801902771
2,4,809_2013.pdf,2013089103AA,informatika,,0.9368094205856323
2,5,771_2011.pdf,TESIS DOCTORAL,nn,,0.7874858379364014
2,6,770_2011.pdf,TESIS DOCTORAL,nn,,0.7874817848205566
2,7,667_2008.pdf,Geo45 (2).PMD,Usuario,,0.44714823365211487
2,8,647_2008.pdf,BSSA,,,0.36323055624961853
3,1,612_2005.pdf,"Túmulo 5 de Forno dos Mouros (Ortigueira, A Coruña). Primeiros resultados",Patricia Mañana Borrazas,,0.9998877048492432
3,2,1088_Ana Catarina Sousa - Victor Gonçalves baja_2019.pdf,¡Un brindis por el príncipe!,,10.1002/xrs.2764,0.9788568615913391
3,3,802_2012.pdf,Sidereum Ana II pag. 001-416:M,GF2,,0.9773895740509033
3,4,801_2012.pdf,El río Guadiana en el Bronce Final,,10.1016/j.jas.2007.10.004,0.6263057589530945
3,5,905_López Quintana_et_al_2015.pdf,CNP_5.pdf,gestiondocumental,,0.5610516667366028
3,6,702_2009.pdf,Microsoft Word - pag. en blanco.doc,Beatriz,,0.5181580185890198
3,7,796_2012.pdf,El río Guadiana en el Bronce Final,,,0.45915549993515015
3,8,897_Linares_Mora_DolmenSoto_2015.pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/326098729",https://www.researchgate.net/publication/326098729,10.33349/2015.0.3669,0.3910055160522461
3,9,1190_1999.pdf,LOS INICIOS DE LA COMPLEJIZACIÓN SOCIAL Y,,,0.3482925593852997
4,1,621_2006.pdf,LA NECRÓPOLIS DE MEDELLÍN,,,0.9999886155128479
4,2,907_RAFEL_ROSILLO_ANTONI_PALOMO_JOSEP_TARRUS_2015.pdf,CENTRO DE ARQUEOLOGIA DA UNIVERSIDADE DE LISBOA,,,0.5572913289070129
4,3,899_CamaraSerrano_MegalitismoAndalucia_2015.pdf,CENTRO DE ARQUEOLOGIA DA UNIVERSIDADE DE LISBOA,,,0.4481758177280426
4,4,909_Lopez-Doriga_2015.pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/290436869",https://www.researchgate.net/publication/290436869,,0.37481817603111267
5,1,586_2005.pdf,1841711543,mdn Hübner GmbH,10.30861/9781841711546,0.9999895691871643
5,2,664_2008.pdf,L A  C U E V A  D E C O F R E S N E D O,,,0.9998373985290527
5,3,676_2009.pdf,"El depósito de armas del bronce final de «Los Cascajos», Grañón (La Rioja)",Carmen Alonso Fernández,,0.7846826314926147
5,4,860_2014.pdf,08-arqueo65art17.qxp:Maquetación 1,MacPro,,0.6287955045700073
5,5,605_2005.pdf,Microsoft Word - Pages from 1 to 44.doc,Enrique,10.30861/9781841718316,0.538405179977417
5,6,1133_Casas de Don Pedro_2021.pdf,Ofrecemos los resultados de una datación sobre una muestra de carbón procedente de un hogar asociado a un monumento megalítico no,Texto recibido el 26/05/2021,10.7203/SAGVNTVM.53.20969,0.5241363644599915
5,7,446_2000.pdf,1. Arqueología Urbana de Carmona y Grupo de Investigación Religio Antiqua de la Universidad de Sevilla (HUMA-2).,,10.12795/spal.2000.i9.21,0.516848087310791
5,8,737_2010_Texto del artículo-187-1-10-20100719.pdf,Las comarcas centromeridionales valencianas en el contexto de la Neolitización de la fachada noroccidental del Mediterráneo,Gabriel García Atiénzar,10.3989/tp.2010.10030,0.5055226683616638
5,9,965_XavierOms_2016.pdf,"Revisión radiocarbónica y cronocultural del Neolítico antiguo de la Balma Margineda (Aixovall, Andorra) ; 	Chronocultural and radiocarbon revision of the Early Neolithic in Balma Margineda (Aixovall, Andorra)","F. Xavier Oms, Juan F. Gibaja, Niccolò Mazzucco, Jean Guilaine",10.3989/tp.2016.12162,0.45224064588546753
5,10,1017_Ceramica_campaniforme_2017.pdf,JUNTO AO OCEANO E MAIS LONGE.,,,0.29483339190483093
6,1,678_2009_2.pdf,Rui Boaventura,Rui,,0.9999915957450867
6,2,678_2009.pdf,Rui Boaventura,Rui,,0.9999915957450867
6,3,689_2009.pdf,"REVISTA PORTUGUESA DE Arqueologia. volume 12. número 2. 2009, pp. 31–77",,,0.999951958656311
6,4,678_2009_1.pdf,UNIVERSIDADE DE LISBOA,Rui,,0.9999359846115112
6,5,751_2011.pdf,Estudos Arqueologicos_18_Ficheiro Final para cliente.pdf,u07011,,0.9998117089271545
6,6,466_2001.pdf,A Anta 2 da Herdade de Santa Margarida (Reguengos de Monsaraz),,,0.9982734322547913
6,7,739_2010_O_Neolitico_antigo_da_Baixa_Estremadura.pdf,Os últimos caçadores-recolectores,,,0.9837408661842346
6,8,812_2013.pdf,Bioantropologia da Pré-História recente do Baixo Alentejo:,Javier Jiménez,,0.981773853302002
6,9,813_2013.pdf,Contributos para a dicussão da construção da paisagem,Javier Jiménez,,0.9724005460739136
6,10,1165_O cocheiro_2022.pdf,"O concheiro do Lisandro (Mafra, Lisboa, Portugal): novos dados sobre a exploração de recursos aquáticos no Neolítico da Península de Lisboa",Sousa,10.12795/spal.2022.i31.02,0.9650049209594727
6,11,649_2008.pdf,No âmbito da minimização de impactes sobre o património arqueológico decorrentes da,,,0.9415900707244873
6,12,844_2013.pdf,"Zambujal (Torres Vedras, Lisboa):",,,0.8832530379295349
6,13,960_OsPrimeirosEnterramentosSidericosConhecidosNaMarge_2016.pdf,Os primeiros enterramentos sidéricos,,,0.8342646360397339
6,14,1032_A Tecnologia Lítica do Fim do Tardiglaciar no Centro de Portugal_2018.pdf,OPHIUSSA. Revista do Centro de Arqueologia da Universidade de Lisboa,,10.2218/jls,0.8324965238571167
6,15,725_2010_Hipogeus funerarios_2011.pdf,"Hipogeos funerarios del Bronce Pleno en Torre Velha 3 (Serpa, Portugal)",Catarina ALVES,,0.8195620775222778
7,1,1034_CampaniformeNortePortugal_2018.pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/329809762",https://www.researchgate.net/publication/329809762,10.21747/09714290/port39a2,0.9130800366401672
7,2,1031_Ceramicas pintadas_2018.pdf,Cerâmicas pintadas de ‘tipo carambolo’ na Beira interior (centro de Portugal),Vilaça,10.12795/spal.2018i27.16,0.8574432730674744
7,3,600_2005.pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/291024488",https://www.researchgate.net/publication/291024488,,0.7560103535652161
7,4,717_2010_Bettencourt 2010 Pré-História do Leça.pdf,Book_RMemoria_PreHist,endovelicus,,0.574057400226593
8,1,458_2000.pdf,,,,0.9998719096183777
8,2,1065_Gassiot-Clemente-2018-Pirineus catalans.pdf,"Ermengol Gassiot Ballbè, Ignacio Clemente Conte",,10.1016/j.jas.2010.01.007,0.999847412109375
8,3,652_2008.pdf,"Caracterizació tècnica, tipològica i cronològica de les ceràmiques del Neolític antic de la Cova Colomera (Prepirineu de Lleida)",F. Xavier Oms Arias,,0.9998379945755005
8,4,946_mupreva194_mupreva153_2016.pdf,Al territori conegut com a Penedès històric (les comarques de,,,0.9998146891593933
8,5,469_2001.pdf,Bases per al coneixement del contacte entre els primers colonitzadors humans i la naturalesa de les Balears,Josep Antoni Alcover,,0.9998136758804321
8,6,826_2013.pdf,Universitat de Lleida,,,0.9998059868812561
8,7,892_Darreres intervencions arqueològiques LaDraga_2015.pdf,,,,0.9997819662094116
8,8,1016_Cova_Guineu_2017.pdf,Coberta_tribuna_arqueologia,,,0.9997403025627136
8,9,656_2008.pdf,01_01,,,0.9997124075889587
8,10,488_2001.pdf,"Primeres datacions absolutes del jaciment del coval Simó : Escorca, Mallorca",Jaume Coll Conesa,,0.9996266961097717
8,11,824_2013.pdf,SAGPLAV45_CL,Lluís Molina Balaguer,10.7203/SAGVNTVM.45.2007,0.9993520379066467
8,12,707_2009.pdf,"QUAD. PREH. ARQ. CAST. 27, 2009",,,0.9839949607849121
8,13,606_2005.pdf,2002-2003_3,cltbecssti,,0.9547455906867981
8,14,"1006_La revolució neolítica. La Draga, el poblat dels prodigis_2017.pdf","La Draga, el poblat dels prodigis",,10.1016/j.quaint.2016.05.024,0.9533612728118896
8,15,728_2010_1-s2.0-S0003552110000749-main.pdf,doi:10.1016/j.anthro.2010.07.004,,10.1016/j.anthro.2010.07.004,0.9450872540473938
9,1,1033_Assembling_2018.pdf,"Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain)",Leonardo García Sanjuán,10.1007/s10963,0.9999668598175049
9,2,703_2009.pdf,RADIOCARBON DATES FROM THE OXFORD AMS SYSTEM: ARCHAEOMETRY DATELIST 33,zhou rong,10.1111/j.1475-4754.2008.00457.x,0.9999006986618042
9,3,461_2000.pdf,RADIOCARBON DATES FROM THE OXFORD AMS SYSTEM: ARCHAEOMETRY DATELIST 30,,10.1111/j.1475-4754.2000.tb00893.x,0.9998985528945923
9,4,1182_The earliest basketry in southern Europe_2023.pdf,The earliest basketry in southern Europe: Hunter-gatherer and farmer plant-based technology in Cueva de los Murciélagos (Albuñol),"Francisco Martínez-Sevilla, Maria Herrero-Otal, María Martín-Seijo, Jonathan Santana, José A. Lozano Rodríguez, Ruth Maicas Ramos, Miriam Cubas, Anna Homs, Rafael M. Martínez Sánchez, Ingrid Bertin, Rosa Barroso Bermejo, Primitiva Bueno Ramírez, Rodrigo de Balbín Behrmann, Antoni Palomo Pérez, Antonio M. Álvarez-Valero, Leonor Peña-Chocarro, Mercedes Murillo-Barroso, Eva Fernández-Domínguez, Manuel Altamirano García, Rubén Pardo Martínez, Mercedes Iriarte Cela, Javier L. Carrasco Rus, Carmen Alfaro Giner, Raquel Piqué Huerta",10.1126/sciadv.adi3055,0.9998830556869507
9,5,1169_The tempo of the iberian megalithic_2022.pdf,The tempo of the Iberian megalithic rituals in the European context: The cemetery of Panoría,Gonzalo Aranda Jiménez,10.1016/j.jas.2022.105579,0.9998806715011597
9,6,1126_Radiocarbon_2020.pdf,"The radiocarbon chronology and temporality of the megalithic cemetery of Los Millares (Almería, Spain)",Gonzalo Aranda Jiménez,10.1007/s12520-020-01057-7,0.9998606443405151
9,7,1021_Resilience_2017.pdf,"Resilience, replacement and acculturation in the Mesolithic/Neolithic transition: The case of Muge, central Portugal",Nuno Bicho,10.1016/j.quaint.2016.09.049,0.999850869178772
9,8,593_2005.pdf,Microsoft Word - Elpedroso.doc,lasmthwm,,0.9998427033424377
9,9,803_2012.pdf,"Temporal nature and recycling of Upper Paleolithic artifacts: the burned tools from the MolI del Salt site (VimbodI i Poblet, northeastern Spain)",Manuel Vaquero,10.1016/j.jas.2012.04.024,0.9998417496681213
9,10,749_2010_s2.0-S0305440310002566-main.pdf,"Variscite source and source analysis: testing assumptions at Pico Centeno (Encinasola, Spain)",Carlos P. Odriozola,10.1016/j.jas.2010.07.016,0.9998242259025574
9,11,1090_Case Asturias_2019.pdf,Fernandez text copy.pdf,,,0.9998222589492798
9,12,1178_NewMegalithicMonumentAntequeraWorldHeritageSite-Antiquity_2023.pdf,S0003598X23000352jra 1..20,,10.15184/aqy.2023.35,0.9998186826705933
9,13,1054_Landscapes_2018.pdf,"Landscapes, climate change ampamp; forager mobility in the Upper Paleolithic of northern Spain",G.A. Clark,10.1016/j.quaint.2018.04.037,0.9998158812522888
9,14,1092_Radiocarbon dating_2020.pdf,A RADIOCARBON DATING APPROACH TO THE DEPOSITION AND REMOVAL OF HUMAN BONE REMAINS IN MEGALITHIC MONUMENTS,,10.1017/RDC.2020.67,0.999813973903656
9,15,743_2010_The Emergence of Muge Mesolithic Shell Middens in Central Portugal and the 8200 cal yr BP Cold Event.pdf,The Emergence of Muge Mesolithic Shell Middens in Central Portugal and the 8200 cal yr BP Cold Event,,10.1080/15564891003638184,0.9998136162757874
10,1,810_2013.pdf,Menga es una publicación anual del Conjunto Arqueológico Dólmenes de,,,0.9998908042907715
10,2,698_2009.pdf,untitled,https://www.researchgate.net/publication/267097226,,0.9972479343414307
10,3,595_2005.pdf,EL PROCESO DE IMPLANTACION,,,0.9972268342971802
10,4,622_2006.pdf,Ocupación prehistórica Illeta,,,0.9958965182304382
10,5,852_2014.pdf,La Cova de les Cendres,,,0.9948009848594666
10,6,695_2009.pdf,La Cova de les Cendres,,,0.9948009848594666
10,7,657_2008.pdf,- IV congreso neolítico tomo I.indb,,,0.9934185743331909
10,8,616_2006.pdf,capitol 1-bo,Maria Pilar,,0.9915343523025513
10,9,617_2006.pdf,ORETO GARCÍA PUCHOL  ·  J. EMILI AURA TORTOSA,,,0.9915343523025513
10,10,655_2008.pdf,- IV congreso neolítico tomo I.indb,,,0.9907625317573547
10,11,666_2008.pdf,- IV congreso neolítico tomo I.indb,,,0.9887195825576782
10,12,797_2012.pdf,La Loma,EDICION1,,0.9859731793403625
10,13,841_2013.pdf,Menga es una publicación anual del Conjunto Arqueológico Dólmenes de,,,0.982212245464325
10,14,620_2006.pdf,2.– EPIPALEOLÍTICO - MESOLÍTICO EN LAS COMARCAS CENTRALES,,,0.9817867279052734
10,15,654_2008.pdf,- IV congreso neolítico tomo II.indb,,,0.977439284324646
