filename,author,title,doi,language,bertopic_topic,bertopic_prob
1021_Resilience_2017.pdf,Nuno Bicho,"Resilience, replacement and acculturation in the Mesolithic/Neolithic transition: The case of Muge, central Portugal",10.1016/j.quaint.2016.09.049,en,2,1.0
1022_Monteroetal4AiE_2017.pdf,https://www.researchgate.net/publication/322721651,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/322721651",,en,1,0.9442259211299879
1023_Socio_ecology_2017.pdf,María Martín-Seijo,Socio-ecology of Early and Middle Bronze Age communities in the northwest Atlantic region of Iberia: Wood resources procurement and forest management,10.1016/j.quaint.2015.08.026,en,2,0.9469268448139965
1024_IberCrono_2017.pdf,"Rodriguez Muñoz, Maria Luisa",## **The absolute chronology of Argaric halberds**,,en,2,0.7157145766431889
1025_The_Beginning_of_High_Mountain_Occupations_in_the_2017.pdf,,419297_1_En_4_Chapter 75..105,10.1007/978-3-319-55982-7_4,en,2,0.9436467994866555
1026_Material genetic_2017.pdf,Anna Szamp#x000E9;csamp#x000E9;nyi-Nagy,The maternal genetic make-up of the Iberian Peninsula between the Neolithic and the Early Bronze Age,10.1038/s41598-017-15480-9,es,2,0.9501148113767839
1027_Panoria_2017.pdf,,"The megalithic necropolis of Panoria, Granada, Spain: Geoarchaeological characterization and provenance studies",10.1002/gea.21643,en,2,0.9303303254636571
1028_IberCrono_2017.pdf,Igor Bogdanovic,"# **Towards the periodization of the uses of Can Sadurní Cave (Begues, Catalonia) during the Middle Neolithic I. The contribution of Bayesian modelling to radiocarbon dating sequences**",,en,2,1.0
1029_Enterramiento_colectivo_2017.pdf,"Pedro Díaz-del-Río, Susana Consuegra, Julia Audije, Susana Zapata, Óscar Cambra, Armando González, Anna Waterman, Jonathan Thomas, David Peate, Carlos Odriozola, Rodrigo Villalobos, Primitiva Bueno, Robert H. Tykot","Un enterramiento colectivo en cueva del III milenio AC en el centro de la Península Ibérica: el Rebollosillo (Torrelaguna, Madrid) ; A mid-third millennium BC collective burial cave in central Iberia: El Rebollosillo",10.3989/tp.2017.12184,es,2,0.9696109423108431
1030_Fondos de cabaña_2017.pdf,José Luis LÓPEZ CASTRO,¿Fondos de cabaña o depósitos rituales? Sobre un tipo de contextos materiales del Bronce Final y comienzos de la Edad del Hierro en el sur de la Península Ibérica. El depósito de Cortijo Riquelme (Almería) = Pithouses or ritual dumps? On Late Bronze and Early Iron Age’s material context type in the South of the Iberian Peninsula. The dump of Cortijo Riquelme (Almería),10.14201/zephyrus2017806991,es,2,0.9629488017377246
1031_Ceramicas pintadas_2018.pdf,Vilaça,Cerâmicas pintadas de ‘tipo carambolo’ na Beira interior (centro de Portugal),10.12795/spal.2018i27.16,es,2,0.945262410773801
1032_A Tecnologia Lítica do Fim do Tardiglaciar no Centro de Portugal_2018.pdf,,**==> picture [247 x 66] intentionally omitted <==**,10.2218/jls,pt,2,0.9618531564194057
1033_Assembling_2018.pdf,Leonardo García Sanjuán,"Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain)",10.1007/s10963-018-9114-2,en,2,1.0
1034_CampaniformeNortePortugal_2018.pdf,https://www.researchgate.net/publication/329809762,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/329809762",10.21747/09714290/port39a2,en,1,1.0
1035_Chronological reassessment of the middle to upper paleolithic_2018.pdf,"Ana B. Mar#_#x00ED;n-Arroyo, Joseba Rios-Garaizar, Lawrence G. Straus, Jennifer R. Jones, Marco de la Rasilla, Manuel R. Gonz#_#x00E1;lez Morales, Michael Richards, Jes#_#x00FA;s Altuna, Koro Mariezkurrena, David Ocio",Chronological reassessment of the Middle to Upper Paleolithic transition and Early Upper Paleolithic cultures in Cantabrian Spain,10.1371/journal.pone.0194708,en,2,1.0
1036_chronology_2018.pdf,Berta Morell,Chronology of the Neolithic Necropolis at Camí de Can Grau (NE-Iberian Peninsula). Funerary pattern changes and long-distance raw material exchanges,10.1016/j.crpv.2017.10.002,ca,2,0.9691630241679307
1037_Hachas_2018.pdf,,RAP 28 digital.indb,10.21001/rap.2018.28.14,es,2,1.0
1038_Damaged_Burials_or_Reliquiae_Cogotenses_On_the_Acc_2018.pdf,Ángel Esparza-Arroyo,Damaged Burials or Reliquiae Cogotenses? On the Accompanying Human Bones in Burial Pits Belonging to the Iberian Bronze Age,10.1007/s11759-018-9351-0,en,1,0.7675748531321267
1039_Egiptian mongoose_2018.pdf,Cleia Detry,Did the Romans introduce the Egyptian mongoose (Herpestes ichneumon) into the Iberian Peninsula?,10.1007/s00114-018-1586-5,en,2,0.944750650000568
1040_El Castru_2018.pdf,,**MUNIBE** Antropologia-Arkeologia nº 69 211-237 DONOSTIA 2018 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2018.69.14,es,2,1.0
1041_Conjunto circulos pirenaicos_2018.pdf,,**MUNIBE** Antropologia-Arkeologia nº 69 191-210 DONOSTIA 2018 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2018.69.18,es,2,0.9818604277440566
1042_Pico de la mora_2018.pdf,Rodrigo Villalobos García,"El Pico de la Mora (Peñafiel, Valladolid). Un nuevo asentamiento amurallado del Calcolítico Inicial normeseteño ; El Pico de la Mora (Peñafiel, Valladolid). A new Early Copper Age walled settlement in the Spanish Northern Meseta",10.3989/tp.2018.12209,es,2,0.9802536489059304
1043_ambar_2018.pdf,Mercedes Murillo-Barroso,"El ámbar de la Cueva de los Cuarenta (Priego de Córdoba, Córdoba) ; Amber from Cueva de los Cuarenta (Priego de Córdoba, Southern Iberia)",10.3989/tp.2018.12219,es,2,0.9012930634026716
1044_Menéndez Blanco et al_2018_Escavación d'una estructura de combustión del cambeo d'Era n'Almoñu (Ayande)_2018.pdf,,**==> picture [596 x 378] intentionally omitted <==**,,es,2,0.8231731323289555
1046_Inhumaciones_2018.pdf,,## **INHUMACIONES EN URNA CERÁMICA DE LA EDAD DEL BRONCE EN LA CUENCA MEDIA Y ALTA DEL TAJO: UNA PERSPECTIVA COMPARATIVA**,10.12795/spal.2018i27.01,es,2,0.9747863244205015
1047_excavaciones_ arqueológicas_2018.pdf,,**==> picture [596 x 378] intentionally omitted <==**,10.1126/science,es,2,0.8473815714067016
1048_Isotopic_evidence_mobility_large_scale_DIAZZORITA_Marta_2018.pdf,,untitled,10.15184/aqy.2018.33,en,2,0.9762601179433018
1049_La_cosecha_de_El_Garcel_Antas_Almeria_estructuras_2018.pdf,María de la Paz Román Díaz,"La cosecha de El Garcel (Antas, Almería): estructuras de almacenamiento en el sureste de la península ibérica ; The harvest of El Garcel: storage pits in the Southeast of Spain",10.3989/tp.2018.12204,es,2,0.9697400841064843
"1051_La cueva de El Cierro (Frusnu, Ribadesella). Campañas de excavación e investigación_2018.pdf",gestiondocumental,excavaciones_ arqueológicas_2013_2016.pdf,10.1007/s12520016-0353-9,es,2,0.9329258478178131
1053_Mirandoalamuerte_2018.pdf,https://www.researchgate.net/publication/321359898,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/321359898",,es,1,0.9707572024372775
1054_Landscapes_2018.pdf,G.A. Clark,"Landscapes, climate change ampamp; forager mobility in the Upper Paleolithic of northern Spain",10.1016/j.quaint.2018.04.037,en,2,0.9754698765079706
1055_Fases ocupacion Morredon_2018.pdf,https://www.researchgate.net/publication/326829663,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/326829663",10.2458/azu_js_rc.55.16947,en,1,1.0
1056_Inicios Neolitico_2018.pdf,,**MUNIBE** Antropologia-Arkeologia,10.21630/maa.2018.69.08,es,2,0.9711627895457111
1057_complutum_pradosetal_2018.pdf,Fernando Prados Martínez,"Metalurgia fenicia en el sureste ibérico: el taller del Cabezo Pequeño del Estaño (Guardamar, Alicante)",10.5209/CMPL.62396,es,1,0.9743807024904664
1058_Nuevos datos cronologicos cueva sepulcral neolotica_2018.pdf,,**MUNIBE** Antropologia-Arkeologia nº 69 145-155 DONOSTIA 2018 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2018.69.01,es,2,0.9734172183627121
1059_Archaeometry - Higham - Radiocarbon Dates from the Oxford AMS System  Archaeometry Datelist 36_2018.pdf,"T. F. G. Higham, C. Bronk Ramsey, D. Chivall, J. Graystone, D. Baker, E. Henderson, P. Ditchfield",Radiocarbon Dates from the Oxford AMS System: Archaeometry Datelist 36,10.1111/arcm.12372,en,2,0.9798786584779836
1060_Shipping amphorae_2018.pdf,"Silvia Valenzuela-Lamas, Hector A. Orengo, Delphine Bosch, Maura Pellegrini, Paul Halstead, Ariadna Nieto-Espinet, Angela Trentacoste, Sergio Jim#_#x00E9;nez-Manch#_#x00F3;n, Dani L#_#x00F3;pez-Reyes, Rafel Jornet-Niella",Shipping amphorae and shipping sheep? Livestock mobility in the north-east Iberian peninsula during the Iron Age based on strontium isotopic analyses of sheep and goat tooth enamel,10.1371/journal.pone.0205283,en,2,0.9781544794247499
1061_Taphonomic_2018.pdf,Salvador Pardo-Gordó,Taphonomic processes inconsistent with indigenous Mesolithic acculturation during the transition to the Neolithic in the Western Mediterranean,10.1016/j.quaint.2018.05.008,en,2,0.9692104537924219
1062_The beaker phenomenon_2018.pdf,Iñigo Olalde,The Beaker phenomenon and the genomic transformation of northwest Europe,10.1038/nature25738,en,2,0.9746576345292214
1063_Tracing the chronology_2018.pdf,Berta Morell Rovira,Tracing the chronology of neolithic pit and stone box burials in North-eastern Iberia,10.1016/j.jasrep.2018.03.024,en,2,0.9599937090390266
1064_Dialnet-TexteisArqueologicosPrehistoricosDoTerritorioPortu_2018.pdf,,"* Centro de Ciências e Tecnologias Nucleares (C2TN), Instituto Superior Técnico, Universidade de Lisboa, Campus Tecnológico e Nuclear, Estrada Nacional 10 (km 139, 7), 2695-066 Bobadela LRS, Portugal. amsoares@ctn.tecnico. ulisboa.pt pvalerio@ctn.tecnico. ulisboa.pt",,pt,2,0.9555181299938945
1065_Gassiot-Clemente-2018-Pirineus catalans.pdf,,"Ermengol Gassiot Ballbè, Ignacio Clemente Conte Unes muntanyes amb gent, ramats i camps. Els Pirineus catalans al neolític Monografies del MAC 2, Barcelona 2018, ISBN: 978-84-393-9811-0 (PÀG. 63-75)",10.1016/j.jas.2010.01.007,ca,2,0.8860782901376815
1067_Animal mobility_2019.pdf,Elizabeth Wright,Animal mobility in Chalcolithic Portugal_ Isotopic analyses of cattle from the sites of Zambujal and Leceia,10.1016/j.jasrep.2019.02.005,en,2,0.9436079103491538
1068_Analisis estadistico dataciones_2019.pdf,,"## **ANÁLISIS ESTADÍSTICO DE LAS DATACIONES RADIOCARBÓNICAS DE LA MOTILLA DEL AZUER (DAIMIEL, CIUDAD REAL)**",10.30827/CPAG.v29i0.9780,es,2,1.0
1070_Deciphering Neolithic_2019.pdf,Joan Daura,Deciphering Neolithic activities from a Cardial burial site (Cova Bonica) on the western Mediterranean coast,10.1016/j.jasrep.2018.10.036,ca,2,0.7576428878535558
1071_Dobles exequias_2019.pdf,,01_ok.qxd,10.15366/cupauam2019.45.002,es,2,0.9489725560213418
1072_El_Cerro_Bilanero_primeros_resultados_de_las_excav_2019.pdf,,"_Aportaciones a la investigación, gestión..._ 2019, pp. 47-85",10.30823/recm.02019117,es,2,1.0
1073_mesolitico en Cantabria_2019.pdf,,## **El Mesolítico en Cantabria centro-oriental**,,es,2,0.9669992951791556
1077_Cerro Bilanero_2019.pdf,ALFONSO MONSALVE ROMERA,**==> picture [99 x 842] intentionally omitted <==**,,es,2,0.9547617202803556
1079_Edoetal_neocardial_2019.pdf,"Manuel Edo, Ferran Antolín, Pablo Martinez, Maria Josefa Villalba, Josep Maria Fullola, Maria Mercè Bergadá, Maria Saña, Esther Verdun, Eva Fernandez Dominguez, Cristina Gamba, Eduardo Arroyo-Pardo, Mireia Ache, Juan Gibaja, Antoni Palomo, Xavier Clop, Claire Manen, Fabien Convertini","La cueva de Can Sadurní (Begues, Barcelona): El episodio funerario del neolítico antiguo cardial pleno. Estado actual de la cuestión",10.1038/sj.ejhg.5201156,es,2,1.0
1088_Ana Catarina Sousa - Victor Gonçalves baja_2019.pdf,,## **¡Un brindis por el príncipe!**,10.1002/xrs.2764,es,2,0.963812382821222
"1089_Vista de Secuencia de ocupación y desarrollo constructivo del asentamiento de Caramoro I (Elche, Alicante)_ aportaciones a la arquitectura argárica _ Arqueología de la Arquitectura_2019.pdf",Francisco Javier Jover Maestre,"Secuencia de ocupación y desarrollo constructivo del asentamiento de Caramoro I (Elche, Alicante): aportaciones a la arquitectura argárica ; Occupation sequence and building development in the settlement of Caramoro I (Elche, Alicante): contributions to Argaric architecture",10.3989/arq.arqt.2019.005,es,2,1.0
1090_Case Asturias_2019.pdf,,Fernandez text copy.pdf,,en,2,0.8468989823240116
1091_Vaso decoracion_2019.pdf,Ramón Fábregas Valcarce,"Vaso con decoración cardial de Cova Eirós (Triacastela, Lugo) ; 	A cardial decorated vessel from Cova Eirós (Triacastela, Lugo)",10.3989/tp.2019.12231,es,2,0.9536194485537763
1092_Radiocarbon dating_2020.pdf,,A RADIOCARBON DATING APPROACH TO THE DEPOSITION AND REMOVAL OF HUMAN BONE REMAINS IN MEGALITHIC MONUMENTS,10.1017/RDC.2020.67,en,2,0.7338261362845029
1093_adressing_2020.pdf,A.C. Valera,Addressing human mobility in Iberian Neolithic and Chalcolithic ditched enclosures_ The case of Perdigões (South Portugal),10.1016/j.jasrep.2020.102264,en,2,0.9778318463760888
1094_Pleistocene_2020.pdf,Cristina Gameiro,Archaeology of the Pleistocene-Holocene transition in Portugal_ Synthesis and prospects,10.1016/j.quaint.2020.03.018,en,2,0.953023730691378
1095_Sobrarbe_2020.pdf,,"**SOBRARBE** Revista del Centro de Estudios de Sobrarbe n.º 18, marzo 2020",,es,2,1.0
1096_Builders_2020.pdf,Leonardo García Sanjuán,"Builders of Megaliths_ Society, monumentality and environment in 4th millennium cal BC Antequera",10.1016/j.jasrep.2020.102555,es,2,0.929829550368455
1097_Cingle del mas nou_2020.pdf,MacPro,MONOGRAFIES DE PREHISTÒRIA I ARQUEOLOGIA CASTELLONENQUES 14,10.1371/journal.pone.0115505,ca,2,0.9362908551973989
1098_Destroyed by fire_2020.pdf,"João Pedro Tereso, Raquel Vilaça, Marcos Osório, Leonardo da Fonte, Luís Seabra","Destroyed by fire, preserved through time: crops and wood from a Late Bronze Age/Early Iron Age structure at Vila do Touro (Sabugal, Portugal)",10.5209/cmpl.72484,en,2,1.0
1099_Asentamiento neolitico_2020.pdf,"Gabriel García Atiénzar, Virginia Barciela González, Silvia Martínez Amorós, Francisco Javier Jover Maestre, Francisco Javier Molina Hernández","El asentamiento neolítico de Limoneros (Elche, Alicante)",10.5209/cmpl.71648,es,2,1.0
1100_Cerro alarcos_2020.pdf,Mª del Rosario García Huerta,El cerro de Alarcos (Ciudad Real): Formación y desarrollo de un oppidum ibérico,,es,2,0.946645723063593
1101_poblado calcolitito Vilches_2020.pdf,,"CPAG 31, 2021, 445-447. ISSN: 2174-8063",10.30827/CPAG.v31i0.21292,es,2,1.0
1102_Cerro de los vientos_2020.pdf,Milesi García,"El recinto de fosos calcolítico del Cerro de los Vientos (Puente del Obispo, Jaén)",10.12795/spal.2020.i29.15,es,2,1.0
1103_Area 11_2020.pdf,Antonio Jesús Ortiz Villarejo,El Área 11 de Giribaile. Estructura arquitectónica y materiales de construcción de un almacén ibérico de los siglos IV-II a. C. ; The Area 11 of Giribaile. Architectural structure and building materials of an Iberian warehouse on IV-II BC,10.3989/aespa.093.020.004,es,2,1.0
1104_Fauna e industria_2020.pdf,https://www.researchgate.net/publication/347520668,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/347520668",10.15366/cupauam2020.46.002,es,1,0.9470264595683057
1105_Hacia una nueva definicion_2020.pdf,"Elisabet Conlin Hayesa, Rafael M. Martínez Sánchez, Antonio Morgado","Hacia una nueva definición del Neolítico Medio en el sur de la península ibérica: Grañena Baja, Jaén ; Towards a new definition of the Middle Neolithic in the southern Iberian peninsula: Grañena Baja, Jaén",10.3989/tp.2020.12245,es,2,0.8683676022185207
1106_Estratagias agropecuarias_2020.pdf,,**==> picture [46 x 33] intentionally omitted <==**,,es,2,0.9624229168284728
1107_Construccion secular_2020.pdf,,ISSN: 0213-2338 | ISSN-e: 1989-9904 DOI: 10.14198/LVCENTVM2020.39.03,10.14198/LVCENTVM2020.39.03,es,2,1.0
1108_Cronologia fundacional Malaka fenicia_2020.pdf,Suárez Padilla,La cronología fundacional de la Malaka Fenicia: Investigaciones en el solar del Rectorado de la Universidad de Málaga,10.12795/spal.2020.i29.02,es,1,1.0
1109_Mederos-JimenezAvila2020-cronologa-Cancho-Roano-CPAUAM-Anejo4_2020.pdf,https://www.researchgate.net/publication/347297357,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/347297357",10.15366/ane4.ochoa2020.007,en,1,0.9674203217444124
1110_la vida en la frontera argárica_2020.pdf,,SERVICIO DE INVESTIGACIÓN PREHISTÓRICA DEL MUSEO DE PREHISTORIA DE VALENCIA,10.3989/tp.2005.v62.i1.61,es,2,0.9430873057375473
1112_Manipulacion de restos humanos en el Bronce medio_2020.pdf,Ángel Esparza Arroyo,"Manipulación de restos humanos en el Bronce Medio meseteño: el fragmento fronto-facial hallado en el yacimiento de La Huelga (Dueñas, Palencia)",10.5209/cmpl.71649,es,2,1.0
1113_mobility across the pre pyrenean_2020.pdf,Vanessa Villalba-Mouco,"Mobility across the pre-Pyrenean mountain ranges during the Chalcolithic through strontium isotopes in human enamel_ La Cueva de los Cristales (Sarsa de Surta, Huesca, Spain)",10.1016/j.jasrep.2020.102343,en,2,1.0
1114_Multi isotope_2020.pdf,,Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe,10.1126/sciadv.aay2169,en,2,0.9775295147693394
1115_New archaelogical_2020.pdf,,**MUNIBE** Antropologia-Arkeologia nº 71 41-57 DONOSTIA 2020 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2020.71.07,en,2,0.9895127329679508
1116_Novos trabalhos_2020.pdf,https://www.researchgate.net/publication/346085481,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/346085481",10.21747/978-989-8970-25-1/arqa60,en,1,0.982551994872912
1117_nueva serie de dataciones_2020.pdf,Angélica Santa Cruz del Barrio,"Nueva serie de dataciones radiocarbónicas sobre hueso humano para el dolmen de Los Zumacales (Simancas, Valladolid). Reflexiones sobre la temporalidad del fenómeno megalítico en la Meseta Norte ; New series of radiocarbon data on human bone for Zumacales dolmen (Simancas, Valladolid). Thinking about the temporality of the megalithic phenomenon in the Spanish Northern Meseta",10.3989/tp.2020.12250,es,2,0.979677578263429
1118_Nuevas dataciones_2020.pdf,,**MUNIBE** Antropologia-Arkeologia,10.21630/maa.2020.71.05,es,2,0.9866467037153507
1119_Prehistoric dogs_2020.pdf,,Origins and genetic legacy of prehistoric dogs,10.1126/science.aba9572,en,2,0.9512397992326244
1120_Prospecciones arqueologicas_2020.pdf,,# **ACTAS 14 y 15 NOVIEMBRE 2019**,10.1016/j.quaint.2019.07.025,es,2,0.9508815626417914
1122_The deposition_2021.pdf,,S1461957120000042jra 330..355,10.1017/eaa.2020.4,en,2,0.6379126468150969
1124_The human remains_2020.pdf,Andrea García-Sagastibelza,"The human remains from the Lumentxa cave (Lekeitio, Biscay, Northern Iberian Peninsula): Paleobiology, Taphonomy and Chronology",10.1016/j.quaint.2020.06.043,en,2,1.0
1125_life story_2020.pdf,T. Fernández-Crespo,The life-history of a late Mesolithic woman in Iberia_ A sequential multi-isotope approach,10.1016/j.quaint.2020.06.016,en,2,1.0
1126_Radiocarbon_2020.pdf,Gonzalo Aranda Jiménez,"The radiocarbon chronology and temporality of the megalithic cemetery of Los Millares (Almería, Spain)",10.1007/s12520-020-01057-7,en,2,0.9890071092220127
1127_Wooden technology_2020.pdf,"Rafael Bolado Castillo, Oriol López‐Bultó, Miriam Cubas","WOODEN TECHNOLOGY DURING THE IRON AGE: THE ASPIO CAVE (RUESGA, NORTH SPAIN)",10.1111/ojoa.12183,en,2,0.9836125449647133
1128_AlmeidaValeraalta_2021.pdf,,**==> picture [434 x 93] intentionally omitted <==**,10.15366/archaeofauna2021.30,es,2,0.7950461444493759
1130_Aportaciones_2021.pdf,,"TRABAJOS DE PREHISTORIA 78, N.º 2, julio-diciembre 2021, pp. 344-355, ISSN: 0082-5638 https://doi.org/10.3989/tp.2021.12280",10.3989/tp.2021.12280,es,2,0.9229276794139729
1131_Assessing_2021.pdf,,"ASSESSING THE CHRONOSTRATIGRAPHY OF EL MIRO¨N CAVE, CANTABRIAN SPAIN",10.1017/RDC.2020.121,en,2,0.5763690692886734
1132_Caprine mobility_2021.pdf,,Caprine Mobility on the Balearic Islands During the Middle and Late Bronze Age (ca. 1600–850 BC): Fi,10.1080/14614103.2021.1921675,en,2,1.0
1133_Casas de Don Pedro_2021.pdf,,"SAGVNTVM (P.L.A.V.) 53, 2021: 239 - 244 ISSN: 0210-3729 ISSN _online_ : 2174-517X DOI: 10.7203/SAGVNTVM.53.20969",10.7203/SAGVNTVM.53.20969,en,2,0.9338703773205721
1134_Child burials_2021.pdf,,nº 72 123-140 DONOSTIA,10.21630/maa.2021.72.10,en,2,0.9783022100581725
1135_Poblado_2021.pdf,https://www.researchgate.net/publication/357155729,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/357155729",10.30827/cpag.v31i0.18024,es,1,1.0
1136_Revestimiento_2021.pdf,,**MUNIBE** Antropologia-Arkeologia,10.21630/maa.2021.72.02,es,2,0.9545904540141666
1137_Emblems_2021.pdf,✉ robert.risch@uab.cat,S0003598X21000089jra 329..348,10.15184/aqy.2021.8,en,2,0.9829948705588633
1138_Insight_2021.pdf,"Marie Gurke, Amalia Vidal-Gorosquieta, Johanna L. A. Pajimans, Karolina Wȩcek, Axel Barlow, Gloria González-Fortes, Stefanie Hartmann, Aurora Grandal-d’Anglade, Michael Hofreiter",Insight into the introduction of domestic cattle and the process of Neolithization to the Spanish region Galicia by genetic evidence,10.1371/journal.pone.0249537,en,2,0.9319459121407017
1139_Panoplia_2021.pdf,Susana de Luis Mariño,"La panoplia de finales de la IIª Edad del Hierro de la sima de La Cerrosa-Lagaña (Suarías, Peñamellera Baja, Asturias). ¿Un conjunto asociado a las Guerras Cántabras?",10.5209/cmpl.76452,es,1,0.9276462412393267
1140_Multidisciplinary investigation_2021.pdf,Margarita Gleba,Multidisciplinary investigation reveals the earliest textiles and cinnabar-coloured cloth in Iberian Peninsula,10.1038/s41598-021-01349-5,en,2,0.9624539752471419
1141_Neolithic networking_2021.pdf,M. Díaz-Zorita Bonilla,Neolithic networking and mobility during the 5th and 4th millennia BC in north-eastern Iberia,10.1016/j.jas.2020.105272,en,2,0.973451162875808
1142_Nuevas evidencias_2021.pdf,,RAP 31 Montero.indd,10.21001/rap.2021.31.2,es,2,0.9660949421662328
1143_Ritualidad_2021.pdf,Alejo Armijo,Ritualidad en el área de servicio de la cueva santuario del oppidum de Giribaile,10.12795/spal.2021.i30.18,es,2,0.9290701605690783
1144_Secuencias cronologicas_2021.pdf,,**MUNIBE** Antropologia-Arkeologia nº 72 97-110 DONOSTIA 2021 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2021.72.09,es,2,0.9376879550601144
1145_Simbolismo_2021.pdf,,**MUNIBE** Antropologia-Arkeologia nº 72 111-122 DONOSTIA 2021 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2021.72.13,es,2,0.9570700777297066
